ID,name,Handedness,Height,weight,BattingAvg,HR
168,Jay Johnstone,LeftHanded,73,175,0.267,102
215,Manny Jimenez,LeftHanded,73,185,0.272,26
252,Leon Durham,LeftHanded,73,185,0.277,147
285,Rick Manning,LeftHanded,73,180,0.257,56
292,Terry Whitfield,LeftHanded,73,197,0.281,33
294,Fred Lynn,LeftHanded,73,185,0.283,306
343,Ron Hodges,LeftHanded,73,185,0.24,19
355,Craig Reynolds,LeftHanded,73,175,0.256,42
406,Pete Ward,LeftHanded,73,185,0.254,98
415,Danny Goodwin,LeftHanded,73,195,0.236,13
488,Ed Herrmann,LeftHanded,73,195,0.24,80
492,Mike Hegan,LeftHanded,73,188,0.242,53
505,Rob Wilfong,LeftHanded,73,180,0.248,39
540,Tim Johnson,LeftHanded,73,170,0.223,0
551,Dalton Jones,LeftHanded,73,180,0.235,41
593,Dave Marshall,LeftHanded,73,182,0.246,16
599,Johnny Briggs,LeftHanded,73,190,0.253,139
609,Richie Hebner,LeftHanded,73,195,0.276,203
617,Rudy Law,LeftHanded,73,165,0.271,18
671,Glenn Adams,LeftHanded,73,180,0.28,34
701,Mack Jones,LeftHanded,73,180,0.252,133
703,Hosken Powell,LeftHanded,73,175,0.259,17
726,Wayne Krenchicki,LeftHanded,73,180,0.266,15
820,Pat Kelly,LeftHanded,73,185,0.264,76
832,Ken Phelps,LeftHanded,73,209,0.239,123
839,Rick Sofield,LeftHanded,73,195,0.243,9
862,Lyman Bostock,LeftHanded,73,180,0.311,23
866,Roy Howell,LeftHanded,73,190,0.261,80
882,Hal King,LeftHanded,73,200,0.214,24
924,Terry Francona,LeftHanded,73,190,0.274,16
976,Del Unser,LeftHanded,73,180,0.258,87
984,Ron Blomberg,LeftHanded,73,195,0.293,52
1009,Harry Spilman,LeftHanded,73,180,0.237,18
1035,Jerry Kenney,LeftHanded,73,170,0.237,7
1058,Tom Matchick,LeftHanded,73,173,0.215,4
1062,Ellie Hendricks,LeftHanded,73,175,0.22,62
1068,Art Shamsky,LeftHanded,73,168,0.253,68
1088,Rick Leach,LeftHanded,73,180,0.268,18
1089,Dwayne Murphy,LeftHanded,73,185,0.246,166
1139,Brian Asselstine,LeftHanded,73,175,0.254,12
6,Mike Ryan,RightHanded,74,205,0.193,28
29,Jeff Newman,RightHanded,74,215,0.224,63
32,Tommie Reynolds,RightHanded,74,190,0.226,12
38,Gary Nolan,RightHanded,74,197,0.138,1
42,Dave Skaggs,RightHanded,74,200,0.241,3
70,Jeffrey Leonard,RightHanded,74,200,0.266,144
81,Byron Browne,RightHanded,74,190,0.236,30
84,Jerry Koosman,RightHanded,74,205,0.119,2
128,Steve Swisher,RightHanded,74,205,0.216,20
177,Dave Concepcion,RightHanded,74,155,0.267,101
197,Larry Haney,RightHanded,74,195,0.215,12
200,Don Lock,RightHanded,74,195,0.238,122
204,Tony Perez,RightHanded,74,175,0.279,379
227,Steve Rogers,RightHanded,74,175,0.138,0
233,Nate Colbert,RightHanded,74,190,0.243,173
234,Phil Roof,RightHanded,74,190,0.215,43
266,Bill Robinson,RightHanded,74,189,0.258,166
269,George Mitterwald,RightHanded,74,195,0.236,76
288,Gary Matthews,RightHanded,74,185,0.281,234
295,Larry Hisle,RightHanded,74,193,0.273,166
346,Gary Woods,RightHanded,74,185,0.243,13
363,Bob Randall,RightHanded,74,175,0.257,1
405,Ken Holtzman,RightHanded,74,175,0.163,2
427,Art Howe,RightHanded,74,190,0.26,43
431,Lamar Johnson,RightHanded,74,215,0.287,64
437,Jesus Alou,RightHanded,74,190,0.28,32
462,Woody Woodward,RightHanded,74,180,0.236,1
466,Dave Duncan,RightHanded,74,190,0.214,109
493,Mike Diaz,RightHanded,74,195,0.247,31
507,Steve Henderson,RightHanded,74,190,0.28,68
508,Rob Picciolo,RightHanded,74,185,0.234,17
513,Bill Melton,RightHanded,74,200,0.253,160
520,Jack Hiatt,RightHanded,74,190,0.251,22
534,George Scott,RightHanded,74,200,0.268,271
537,Gorman Thomas,RightHanded,74,210,0.225,268
554,Jerry May,RightHanded,74,190,0.234,15
568,Jim Essian,RightHanded,74,195,0.244,33
587,Dusty Baker,RightHanded,74,183,0.278,242
594,Mickey Hatcher,RightHanded,74,200,0.28,38
611,Doc Edwards,RightHanded,74,215,0.238,15
623,Deron Johnson,RightHanded,74,200,0.244,245
645,Mike Brown,RightHanded,74,195,0.265,23
677,Ray Fosse,RightHanded,74,215,0.256,61
693,Bobby Grich,RightHanded,74,180,0.266,224
706,Gary Ward,RightHanded,74,195,0.276,130
739,Johnnie LeMaster,RightHanded,74,165,0.222,22
744,Wayne Nordhagen,RightHanded,74,205,0.282,39
751,Jerry Zimmerman,RightHanded,74,185,0.204,3
771,Hal Lanier,RightHanded,74,180,0.228,8
785,Cap Peterson,RightHanded,74,195,0.23,19
792,Bill Nahorodny,RightHanded,74,200,0.241,25
794,Bob Boone,RightHanded,74,195,0.254,105
801,Carl Taylor,RightHanded,74,200,0.266,10
802,Terry Harmon,RightHanded,74,180,0.233,4
806,Don Leppert,RightHanded,74,220,0.229,15
825,Don Wilson,RightHanded,74,195,0.146,1
833,Cesar Cedeno,RightHanded,74,175,0.285,199
842,Doug DeCinces,RightHanded,74,190,0.259,237
871,Bobby Darwin,RightHanded,74,190,0.251,83
881,John Wathan,RightHanded,74,205,0.262,21
892,Gary Alexander,RightHanded,74,195,0.23,55
903,Ollie Brown,RightHanded,74,178,0.265,102
926,Luis Pujols,RightHanded,74,175,0.193,6
928,Doug Rader,RightHanded,74,208,0.251,155
938,John Ellis,RightHanded,74,225,0.262,69
952,Tom Grieve,RightHanded,74,190,0.249,65
957,Bill Schroeder,RightHanded,74,200,0.24,61
979,Ivan Murrell,RightHanded,74,195,0.236,33
983,Bob Brenly,RightHanded,74,210,0.247,91
996,Mike Schmidt,RightHanded,74,195,0.267,548
1008,Ron Swoboda,RightHanded,74,195,0.242,73
1012,Joe Torre,RightHanded,74,212,0.297,252
1017,Dave Nicholson,RightHanded,74,215,0.212,61
1019,Ken Hubbs,RightHanded,74,175,0.247,14
1032,Hal Breeden,RightHanded,74,200,0.243,21
1037,Mike Anderson,RightHanded,74,200,0.246,28
1039,Joe Charboneau,RightHanded,74,205,0.266,29
1043,Rod Gilbreath,RightHanded,74,180,0.248,14
1052,Joe Rudi,RightHanded,74,200,0.264,179
1053,Jim Rice,RightHanded,74,200,0.298,382
1063,Jim Beauchamp,RightHanded,74,190,0.231,14
1084,Pete Mackanin,RightHanded,74,190,0.226,30
1106,Joe Ferguson,RightHanded,74,200,0.24,122
1112,Jerry Dybzinski,RightHanded,74,180,0.234,3
1123,Ken Harrelson,RightHanded,74,190,0.239,131
17,Darrell Evans,LeftHanded,74,200,0.248,414
51,Tony Muser,LeftHanded,74,180,0.259,7
88,Omar Moreno,LeftHanded,74,180,0.252,37
99,Bruce Boisclair,LeftHanded,74,185,0.263,10
223,Wayne Gross,LeftHanded,74,210,0.233,121
237,Tim Harkness,LeftHanded,74,182,0.235,14
247,Jim Mason,LeftHanded,74,185,0.203,12
259,Ed Crosby,LeftHanded,74,175,0.22,0
349,Rusty Staub,LeftHanded,74,190,0.279,292
374,Larry Biittner,LeftHanded,74,205,0.273,29
409,Duke Sims,LeftHanded,74,197,0.239,100
412,Mike Davis,LeftHanded,74,175,0.259,91
420,John Hale,LeftHanded,74,195,0.201,14
485,Bake McBride,LeftHanded,74,190,0.299,63
544,Jim Spencer,LeftHanded,74,195,0.25,146
545,Pete LaCock,LeftHanded,74,200,0.257,27
602,Bob Jones,LeftHanded,74,195,0.221,20
636,Ben Oglivie,LeftHanded,74,160,0.273,235
664,Mitchell Page,LeftHanded,74,205,0.266,72
676,Lee Thomas,LeftHanded,74,195,0.255,106
698,Curt Blefary,LeftHanded,74,195,0.237,112
722,Bill Voss,LeftHanded,74,160,0.227,19
746,Len Matuszek,LeftHanded,74,190,0.234,30
749,Jim Maloney,LeftHanded,74,190,0.201,7
781,Ron Stone,LeftHanded,74,185,0.241,6
786,Ted Uhlaender,LeftHanded,74,190,0.263,36
907,Joe Pepitone,LeftHanded,74,185,0.258,219
913,Bob Chance,LeftHanded,74,196,0.261,24
973,Willie Stargell,LeftHanded,74,188,0.282,475
1000,Champ Summers,LeftHanded,74,205,0.255,54
1011,Daryl Sconiers,LeftHanded,74,185,0.265,15
1024,Willie Davis,LeftHanded,74,180,0.279,182
1079,Dick Nen,LeftHanded,74,200,0.224,21
1090,Larry Harlow,LeftHanded,74,185,0.248,12
1104,Cecil Cooper,LeftHanded,74,165,0.298,241
34,Jim Hickman,RightHanded,75,192,0.252,159
43,Dick Ruthven,RightHanded,75,190,0.183,1
126,Ken McMullen,RightHanded,75,190,0.248,156
156,Cito Gaston,RightHanded,75,190,0.256,91
170,Marc Hill,RightHanded,75,205,0.223,34
187,Rick Rhoden,RightHanded,75,195,0.238,9
199,Gary Roenicke,RightHanded,75,205,0.247,121
207,Dave Roberts,RightHanded,75,215,0.239,49
212,Charlie Spikes,RightHanded,75,215,0.246,65
251,Jose Arcia,RightHanded,75,170,0.215,1
281,George Hendrick,RightHanded,75,195,0.278,267
298,Dave Engle,RightHanded,75,210,0.262,31
332,Terry Humphrey,RightHanded,75,185,0.211,6
361,Larry Parrish,RightHanded,75,190,0.263,256
362,Woodie Fryman,RightHanded,75,197,0.138,2
370,Nick Esasky,RightHanded,75,200,0.25,122
391,Bruce Bochy,RightHanded,75,205,0.239,26
453,Ted Cox,RightHanded,75,195,0.245,10
455,Bobby Mitchell,RightHanded,75,185,0.235,21
478,Andy Kosco,RightHanded,75,205,0.236,73
486,Dick Davis,RightHanded,75,190,0.265,27
496,Tim Laudner,RightHanded,75,212,0.225,77
530,Tommie Aaron,RightHanded,75,190,0.229,13
557,Mike Andrews,RightHanded,75,195,0.258,66
572,Garry Maddox,RightHanded,75,175,0.285,117
583,Mike Ivie,RightHanded,75,205,0.269,81
597,John Orsino,RightHanded,75,215,0.249,40
605,Dean Chance,RightHanded,75,200,0.066,0
624,John Denny,RightHanded,75,185,0.17,0
633,Tony Horton,RightHanded,75,210,0.268,76
641,Brant Alyea,RightHanded,75,215,0.247,38
652,Barry Bonnell,RightHanded,75,190,0.272,56
712,Larry Herndon,RightHanded,75,190,0.274,107
814,Lee May,RightHanded,75,195,0.267,354
848,Earl Williams,RightHanded,75,215,0.247,138
858,Rico Carty,RightHanded,75,200,0.299,204
869,Sonny Siebert,RightHanded,75,190,0.173,12
885,Barry Foote,RightHanded,75,205,0.23,57
893,Andre Thornton,RightHanded,75,200,0.254,253
894,Bob Oliver,RightHanded,75,205,0.256,94
918,Craig Kusick,RightHanded,75,210,0.235,46
925,John Bateman,RightHanded,75,210,0.23,81
936,Tommy John,RightHanded,75,180,0.157,5
941,David Green,RightHanded,75,170,0.268,31
943,Rick Reichardt,RightHanded,75,210,0.261,116
947,Leon Roberts,RightHanded,75,200,0.267,78
970,Doug Ault,RightHanded,75,200,0.236,17
1026,Jerry Moses,RightHanded,75,210,0.251,25
1081,Bill Freehan,RightHanded,75,203,0.262,200
1096,Mike Shannon,RightHanded,75,195,0.255,68
1105,Bill Almon,RightHanded,75,180,0.254,36
1147,Tony Conigliaro,RightHanded,75,185,0.264,166
1149,Jim Barr,RightHanded,75,205,0.162,1
59,Scot Thompson,LeftHanded,75,195,0.262,5
186,Ed Kranepool,LeftHanded,75,205,0.261,118
246,Dave Roberts,LeftHanded,75,195,0.194,7
305,Rick Monday,LeftHanded,75,193,0.264,241
318,Ed Goodson,LeftHanded,75,180,0.26,30
387,Joe Simpson,LeftHanded,75,175,0.242,9
396,John Mayberry,LeftHanded,75,215,0.253,255
417,Bob Knepper,LeftHanded,75,195,0.137,6
419,Jim Northrup,LeftHanded,75,190,0.267,153
470,Bruce Bochte,LeftHanded,75,195,0.282,100
517,Rich Reese,LeftHanded,75,185,0.253,52
556,Clint Hurdle,LeftHanded,75,195,0.259,32
577,Don Mincher,LeftHanded,75,205,0.249,200
595,Roger Repoz,LeftHanded,75,190,0.224,82
616,Al Woods,LeftHanded,75,190,0.271,35
642,Jerry Narron,LeftHanded,75,205,0.211,21
647,Greg Walker,LeftHanded,75,205,0.26,113
692,Thad Bosley,LeftHanded,75,175,0.272,20
760,Johnny Grubb,LeftHanded,75,175,0.278,99
847,Willie Aikens,LeftHanded,75,220,0.271,110
1091,Mike Epstein,LeftHanded,75,230,0.244,130
35,Jack Billingham,RightHanded,76,195,0.111,0
41,Larry Dierker,RightHanded,76,215,0.136,4
124,Dick Simpson,RightHanded,76,176,0.207,15
226,Paul Casanova,RightHanded,76,180,0.225,50
272,Bob Tillman,RightHanded,76,205,0.232,79
324,Danny Ainge,RightHanded,76,175,0.22,2
345,Tom Paciorek,RightHanded,76,215,0.282,86
429,Howie Goss,RightHanded,76,204,0.216,11
430,Glenn Borgmann,RightHanded,76,210,0.229,16
439,Enos Cabell,RightHanded,76,170,0.277,60
521,Nelson Mathews,RightHanded,76,195,0.223,22
560,Cliff Johnson,RightHanded,76,215,0.258,196
562,Donn Clendenon,RightHanded,76,209,0.274,159
592,Gaylord Perry,RightHanded,76,205,0.131,6
601,Dave Hostetler,RightHanded,76,215,0.229,37
619,Jody Davis,RightHanded,76,192,0.245,127
648,Terry Harper,RightHanded,76,195,0.253,36
853,Tom Egan,RightHanded,76,218,0.2,22
954,Bob Forsch,RightHanded,76,200,0.213,12
964,Ellis Valentine,RightHanded,76,205,0.278,123
290,Billy Bryan,LeftHanded,76,200,0.216,41
867,Boog Powell,LeftHanded,76,230,0.266,339
949,Len Gabrielson,LeftHanded,76,210,0.253,37
950,Johnny Edwards,LeftHanded,76,220,0.242,81
974,Steve Carlton,LeftHanded,76,210,0.201,13
1005,Tom Haller,LeftHanded,76,195,0.257,134
1097,Jason Thompson,LeftHanded,76,200,0.261,208
1110,Dave Revering,LeftHanded,76,210,0.265,62
1130,Doug Frobel,LeftHanded,76,196,0.201,20
